issue_id,issue_type,status,priority,assignee,created_at,resolved_at,time_spent_hours,comments,description
PROJ-693,Epic,Done,Critical,alice,2026-10-03 05:25:21,2026-10-04 08:25:21,20.0,10,Generated epic related to project feature development.
PROJ-694,Epic,Done,High,charlie,2026-10-03 14:25:21,2026-10-12 23:25:21,118.0,19,Generated task related to project feature development.
PROJ-695,Bug,In Progress,Critical,eve,2026-10-03 23:25:21,,,5,Generated story related to project feature development.
PROJ-696,Task,Review,Low,charlie,2026-10-04 03:25:21,,,16,Generated bug related to project feature development.
PROJ-697,Story,Done,Medium,alice,2026-10-06 01:25:21,2026-10-11 00:25:21,24.0,4,Generated story related to project feature development.
PROJ-698,Story,Done,High,eve,2026-10-06 02:25:21,2026-10-11 16:25:21,110.0,12,Generated story related to project feature development.
PROJ-699,Bug,Done,Critical,dave,2026-10-07 10:25:21,2026-10-08 18:25:21,94.0,7,Generated epic related to project feature development.
PROJ-700,Epic,Done,Medium,eve,2026-10-08 14:25:21,2026-10-18 11:25:21,112.0,4,Generated story related to project feature development.
PROJ-701,Story,Done,Critical,dave,2026-10-10 00:25:21,2026-10-14 18:25:21,57.0,14,Generated epic related to project feature development.
PROJ-702,Story,Review,Critical,charlie,2026-10-11 21:25:21,,,15,Generated task related to project feature development.
PROJ-703,Story,Done,Critical,alice,2026-10-13 16:25:21,2026-10-20 12:25:21,32.0,14,Generated epic related to project feature development.
PROJ-704,Bug,Done,High,alice,2026-10-15 05:25:21,2026-10-17 04:25:21,91.0,1,Generated task related to project feature development.
PROJ-705,Story,Done,Critical,alice,2026-10-16 11:25:21,2026-10-24 01:25:21,111.0,1,Generated story related to project feature development.
PROJ-706,Bug,Done,Medium,dave,2026-10-17 20:25:21,2026-10-18 06:25:21,5.0,9,Generated task related to project feature development.
PROJ-707,Story,Done,High,alice,2026-10-18 16:25:21,2026-10-22 10:25:21,54.0,20,Generated epic related to project feature development.
PROJ-708,Task,Done,Low,eve,2026-10-20 15:25:21,2026-10-29 09:25:21,16.0,17,Generated story related to project feature development.
PROJ-709,Epic,Done,Low,dave,2026-10-22 04:25:21,2026-10-23 00:25:21,89.0,5,Generated bug related to project feature development.
PROJ-710,Bug,Review,Critical,charlie,2026-10-23 02:25:21,,,0,Generated story related to project feature development.
PROJ-711,Task,To Do,High,alice,2026-10-24 05:25:21,,,5,Generated task related to project feature development.
PROJ-712,Task,Done,Critical,charlie,2026-10-24 07:25:21,2026-10-27 07:25:21,83.0,20,Generated bug related to project feature development.
PROJ-713,Story,Done,Critical,alice,2026-10-24 10:25:21,2026-10-26 21:25:21,43.0,11,Generated bug related to project feature development.
PROJ-714,Epic,To Do,High,charlie,2026-10-24 17:25:21,,,10,Generated task related to project feature development.
PROJ-715,Bug,Review,High,eve,2026-10-26 04:25:21,,,1,Generated epic related to project feature development.
PROJ-716,Epic,Done,Critical,dave,2026-10-28 02:25:21,2026-10-30 22:25:21,75.0,12,Generated task related to project feature development.
PROJ-717,Task,To Do,Low,charlie,2026-10-28 13:25:21,,,4,Generated epic related to project feature development.
PROJ-718,Story,Done,Medium,bob,2026-10-29 08:25:21,2026-11-06 07:25:21,58.0,12,Generated task related to project feature development.
PROJ-719,Bug,Done,High,bob,2026-10-30 13:25:21,2026-11-08 23:25:21,88.0,4,Generated story related to project feature development.
PROJ-720,Bug,Done,Medium,dave,2026-10-30 19:25:21,2026-11-05 13:25:21,116.0,1,Generated task related to project feature development.
PROJ-721,Task,Done,High,charlie,2026-11-01 03:25:21,2026-11-10 04:25:21,10.0,11,Generated bug related to project feature development.
PROJ-722,Task,To Do,Medium,eve,2026-11-02 21:25:21,,,10,Generated epic related to project feature development.
PROJ-723,Story,Done,High,bob,2026-11-04 11:25:21,2026-11-10 18:25:21,59.0,14,Generated task related to project feature development.
PROJ-724,Task,Done,High,charlie,2026-11-05 20:25:21,2026-11-08 21:25:21,100.0,18,Generated bug related to project feature development.
PROJ-725,Task,To Do,Medium,alice,2026-11-06 23:25:21,,,3,Generated task related to project feature development.
PROJ-726,Bug,Done,Low,alice,2026-11-08 02:25:21,2026-11-09 18:25:21,58.0,13,Generated task related to project feature development.
PROJ-727,Task,Done,High,eve,2026-11-09 08:25:21,2026-11-10 12:25:21,96.0,11,Generated task related to project feature development.
PROJ-728,Story,Done,High,alice,2026-11-10 15:25:21,2026-11-18 00:25:21,94.0,5,Generated epic related to project feature development.
PROJ-729,Task,Done,Low,bob,2026-11-11 23:25:21,,,19,Generated task related to project feature development.
PROJ-730,Story,Done,High,alice,2026-11-12 12:25:21,2026-11-21 13:25:21,97.0,19,Generated bug related to project feature development.
PROJ-731,Bug,Done,Medium,alice,2026-11-14 06:25:21,2026-11-20 09:25:21,35.0,14,Generated story related to project feature development.
PROJ-732,Epic,Review,Critical,bob,2026-11-16 01:25:21,,,5,Generated task related to project feature development.
PROJ-733,Story,Done,Low,dave,2026-11-17 05:25:21,,,0,Generated task related to project feature development.
PROJ-734,Task,To Do,Critical,alice,2026-11-17 13:25:21,,,15,Generated task related to project feature development.
PROJ-735,Story,Done,High,eve,2026-11-18 04:25:21,2026-11-25 08:25:21,24.0,6,Generated task related to project feature development.
PROJ-736,Epic,Done,High,bob,2026-11-18 07:25:21,2026-11-20 13:25:21,55.0,5,Generated task related to project feature development.
PROJ-737,Task,Review,Low,charlie,2026-11-19 23:25:21,,,18,Generated epic related to project feature development.
PROJ-738,Bug,Done,Medium,charlie,2026-11-20 04:25:21,2026-11-23 15:25:21,107.0,2,Generated story related to project feature development.
PROJ-739,Task,Done,Critical,dave,2026-11-20 08:25:21,2026-11-23 18:25:21,78.0,12,Generated epic related to project feature development.
PROJ-740,Story,Done,High,dave,2026-11-20 19:25:21,2026-11-29 12:25:21,94.0,16,Generated epic related to project feature development.
PROJ-741,Story,In Progress,Low,charlie,2026-11-21 01:25:21,,,15,Generated story related to project feature development.
PROJ-742,Epic,Done,Medium,dave,2026-11-21 05:25:21,,,19,Generated bug related to project feature development.
PROJ-743,Bug,Done,Medium,alice,2026-11-21 18:25:21,2026-11-29 12:25:21,73.0,1,Generated bug related to project feature development.
PROJ-744,Task,Done,Medium,charlie,2026-11-23 15:25:21,2026-11-27 11:25:21,73.0,6,Generated task related to project feature development.
PROJ-745,Story,Done,High,eve,2026-11-23 16:25:21,2026-11-24 23:25:21,77.0,0,Generated bug related to project feature development.
PROJ-746,Story,Done,Critical,bob,2026-11-24 07:25:21,2026-11-29 19:25:21,58.0,10,Generated story related to project feature development.
PROJ-747,Story,Done,High,dave,2026-11-25 05:25:21,2026-12-04 14:25:21,18.0,12,Generated story related to project feature development.
PROJ-748,Task,Review,Medium,charlie,2026-11-26 16:25:21,,,19,Generated story related to project feature development.
PROJ-749,Epic,Done,Low,alice,2026-11-27 21:25:21,2026-12-06 14:25:21,50.0,20,Generated task related to project feature development.
PROJ-750,Epic,To Do,High,bob,2026-11-29 08:25:21,,,7,Generated bug related to project feature development.
PROJ-751,Epic,Done,Low,charlie,2026-11-30 02:25:21,2026-12-02 04:25:21,116.0,3,Generated epic related to project feature development.
PROJ-752,Bug,In Progress,High,dave,2026-11-30 10:25:21,,,9,Generated task related to project feature development.
PROJ-753,Task,Done,Critical,eve,2026-12-01 14:25:21,2026-12-09 14:25:21,6.0,11,Generated epic related to project feature development.
PROJ-754,Task,Done,Medium,bob,2026-12-03 13:25:21,2026-12-12 06:25:21,6.0,2,Generated story related to project feature development.
PROJ-755,Story,Done,Medium,bob,2026-12-04 02:25:21,2026-12-07 12:25:21,36.0,7,Generated bug related to project feature development.
PROJ-756,Story,Done,High,bob,2026-12-05 14:25:21,2026-12-07 06:25:21,6.0,16,Generated story related to project feature development.
PROJ-757,Bug,Done,High,dave,2026-12-05 19:25:21,2026-12-08 22:25:21,84.0,13,Generated task related to project feature development.
PROJ-758,Story,Done,High,charlie,2026-12-06 12:25:21,2026-12-16 05:25:21,115.0,2,Generated task related to project feature development.
PROJ-759,Task,Done,Medium,charlie,2026-12-06 17:25:21,2026-12-15 10:25:21,12.0,17,Generated bug related to project feature development.
PROJ-760,Story,Done,Low,charlie,2026-12-08 07:25:21,2026-12-09 01:25:21,46.0,8,Generated epic related to project feature development.
PROJ-761,Task,Done,Low,eve,2026-12-08 08:25:21,2026-12-13 01:25:21,44.0,19,Generated epic related to project feature development.
PROJ-762,Epic,Done,Low,dave,2026-12-08 17:25:21,2026-12-10 12:25:21,54.0,14,Generated bug related to project feature development.
PROJ-763,Task,Done,Medium,alice,2026-12-09 09:25:21,2026-12-13 16:25:21,78.0,11,Generated bug related to project feature development.
PROJ-764,Task,Done,High,alice,2026-12-10 02:25:21,2026-12-13 13:25:21,112.0,2,Generated epic related to project feature development.
PROJ-765,Story,Review,High,dave,2026-12-12 00:25:21,,,18,Generated story related to project feature development.
PROJ-766,Bug,Done,Medium,eve,2026-12-12 08:25:21,2026-12-18 01:25:21,59.0,8,Generated epic related to project feature development.
PROJ-767,Bug,Done,Critical,dave,2026-12-12 09:25:21,2026-12-13 18:25:21,71.0,11,Generated bug related to project feature development.
PROJ-768,Story,In Progress,Medium,charlie,2026-12-14 04:25:21,,,17,Generated story related to project feature development.
PROJ-769,Task,Done,Critical,alice,2026-12-16 03:25:21,2026-12-25 08:25:21,1.0,10,Generated task related to project feature development.
PROJ-770,Bug,Review,Critical,dave,2026-12-16 04:25:21,,,10,Generated epic related to project feature development.
PROJ-771,Story,Done,Medium,dave,2026-12-17 13:25:21,2026-12-18 10:25:21,117.0,13,Generated task related to project feature development.
PROJ-772,Task,In Progress,Critical,bob,2026-12-18 00:25:21,,,4,Generated epic related to project feature development.
PROJ-773,Story,Done,High,eve,2026-12-18 05:25:21,2026-12-23 18:25:21,86.0,7,Generated story related to project feature development.
PROJ-774,Task,In Progress,Critical,alice,2026-12-18 11:25:21,,,9,Generated story related to project feature development.
PROJ-775,Epic,Done,Low,bob,2026-12-18 19:25:21,2026-12-20 17:25:21,44.0,8,Generated task related to project feature development.
PROJ-776,Epic,Done,Medium,eve,2026-12-19 10:25:21,2026-12-22 22:25:21,19.0,8,Generated story related to project feature development.
PROJ-777,Task,Done,High,dave,2026-12-20 15:25:21,2026-12-25 16:25:21,35.0,16,Generated epic related to project feature development.
PROJ-778,Epic,Done,Critical,eve,2026-12-22 07:25:21,2026-12-28 02:25:21,16.0,11,Generated story related to project feature development.
PROJ-779,Task,Done,Low,eve,2026-12-23 09:25:21,2026-12-31 01:25:21,46.0,11,Generated epic related to project feature development.
PROJ-780,Task,Done,High,bob,2026-12-24 21:25:21,2026-12-31 20:25:21,73.0,5,Generated epic related to project feature development.
PROJ-781,Story,Done,Medium,bob,2026-12-25 14:25:21,2027-01-04 04:25:21,16.0,15,Generated bug related to project feature development.
PROJ-782,Bug,Done,Medium,alice,2026-12-26 23:25:21,2027-01-01 12:25:21,22.0,3,Generated epic related to project feature development.
PROJ-783,Epic,Done,Medium,dave,2026-12-28 11:25:21,2027-01-06 17:25:21,22.0,11,Generated bug related to project feature development.
PROJ-784,Bug,Done,Critical,charlie,2026-12-30 05:25:21,2027-01-06 07:25:21,52.0,14,Generated task related to project feature development.
PROJ-785,Story,Done,High,charlie,2026-12-31 14:25:21,,,14,Generated bug related to project feature development.
PROJ-786,Bug,Done,High,dave,2027-01-02 02:25:21,2027-01-10 19:25:21,57.0,20,Generated epic related to project feature development.
PROJ-787,Task,In Progress,Critical,dave,2027-01-03 05:25:21,,,14,Generated task related to project feature development.
PROJ-788,Task,Done,High,eve,2027-01-03 09:25:21,2027-01-10 12:25:21,70.0,5,Generated story related to project feature development.
PROJ-789,Epic,Done,High,alice,2027-01-03 13:25:21,2027-01-05 08:25:21,83.0,1,Generated task related to project feature development.
PROJ-790,Epic,Done,Critical,charlie,2027-01-05 01:25:21,,,15,Generated bug related to project feature development.
PROJ-791,Task,Done,Medium,dave,2027-01-05 08:25:21,2027-01-06 20:25:21,72.0,5,Generated story related to project feature development.
PROJ-792,Epic,Done,Medium,eve,2027-01-06 09:25:21,2027-01-12 01:25:21,77.0,9,Generated story related to project feature development.
PROJ-793,Story,Done,High,eve,2027-01-07 08:25:21,2027-01-15 23:25:21,23.0,3,Generated task related to project feature development.
PROJ-794,Bug,Done,Critical,dave,2027-01-07 10:25:21,2027-01-16 03:25:21,114.0,1,Generated epic related to project feature development.
PROJ-795,Bug,Done,Medium,charlie,2027-01-09 03:25:21,2027-01-18 12:25:21,75.0,18,Generated epic related to project feature development.
PROJ-796,Bug,Done,Low,alice,2027-01-11 01:25:21,2027-01-19 08:25:21,107.0,9,Generated task related to project feature development.
PROJ-797,Story,Done,Critical,eve,2027-01-12 12:25:21,2027-01-15 05:25:21,97.0,19,Generated task related to project feature development.
PROJ-798,Story,Done,Critical,bob,2027-01-13 20:25:21,2027-01-21 07:25:21,85.0,11,Generated story related to project feature development.
PROJ-799,Epic,Done,High,eve,2027-01-14 23:25:21,2027-01-22 17:25:21,116.0,5,Generated epic related to project feature development.
PROJ-800,Story,Done,Low,eve,2027-01-16 19:25:21,2027-01-24 00:25:21,4.0,14,Generated epic related to project feature development.
PROJ-801,Epic,Done,Low,alice,2027-01-17 06:25:21,2027-01-23 09:25:21,59.0,7,Generated story related to project feature development.
PROJ-802,Bug,Done,Medium,dave,2027-01-18 06:25:21,2027-01-23 17:25:21,115.0,16,Generated bug related to project feature development.
PROJ-803,Task,Done,Critical,charlie,2027-01-19 03:25:21,2027-01-25 14:25:21,82.0,13,Generated task related to project feature development.
PROJ-804,Epic,Done,Critical,alice,2027-01-20 19:25:21,2027-01-30 10:25:21,36.0,7,Generated bug related to project feature development.
PROJ-805,Story,Done,Low,alice,2027-01-21 18:25:21,2027-01-31 03:25:21,53.0,13,Generated epic related to project feature development.
PROJ-806,Story,Done,Low,eve,2027-01-23 15:25:21,2027-01-25 04:25:21,118.0,10,Generated bug related to project feature development.
PROJ-807,Epic,Done,Low,dave,2027-01-24 22:25:21,2027-01-30 15:25:21,35.0,14,Generated story related to project feature development.
PROJ-808,Story,Review,Medium,alice,2027-01-25 22:25:21,,,3,Generated story related to project feature development.
PROJ-809,Epic,Done,Critical,alice,2027-01-27 02:25:21,2027-02-04 17:25:21,115.0,4,Generated bug related to project feature development.
PROJ-810,Epic,Done,High,dave,2027-01-28 17:25:21,2027-02-06 02:25:21,77.0,7,Generated task related to project feature development.
PROJ-811,Task,Done,Critical,eve,2027-01-29 04:25:21,,,0,Generated task related to project feature development.
PROJ-812,Bug,Done,Critical,alice,2027-01-30 19:25:21,2027-02-08 02:25:21,59.0,5,Generated story related to project feature development.
PROJ-813,Story,Done,Critical,dave,2027-01-31 06:25:21,2027-02-05 20:25:21,17.0,9,Generated task related to project feature development.
PROJ-814,Epic,Done,Medium,bob,2027-02-02 01:25:21,2027-02-06 21:25:21,85.0,2,Generated story related to project feature development.
PROJ-815,Task,Done,Low,charlie,2027-02-03 21:25:21,,,13,Generated task related to project feature development.
PROJ-816,Task,Done,Critical,charlie,2027-02-05 14:25:21,2027-02-14 02:25:21,27.0,9,Generated bug related to project feature development.
PROJ-817,Task,Review,Medium,dave,2027-02-05 19:25:21,,,2,Generated epic related to project feature development.
PROJ-818,Task,Done,Critical,alice,2027-02-07 07:25:21,2027-02-16 15:25:21,101.0,1,Generated task related to project feature development.
PROJ-819,Epic,Done,Medium,alice,2027-02-09 04:25:21,,,6,Generated epic related to project feature development.
PROJ-820,Bug,Done,High,alice,2027-02-09 20:25:21,2027-02-11 07:25:21,42.0,0,Generated epic related to project feature development.
PROJ-821,Epic,Done,Critical,bob,2027-02-09 21:25:21,2027-02-13 02:25:21,57.0,1,Generated bug related to project feature development.
PROJ-822,Story,Review,Low,alice,2027-02-11 06:25:21,,,1,Generated story related to project feature development.
PROJ-823,Story,Done,Critical,dave,2027-02-11 21:25:21,2027-02-20 04:25:21,62.0,15,Generated task related to project feature development.
PROJ-824,Bug,In Progress,Critical,eve,2027-02-13 00:25:21,,,1,Generated task related to project feature development.
PROJ-825,Bug,Done,Critical,dave,2027-02-14 19:25:21,2027-02-18 10:25:21,40.0,10,Generated bug related to project feature development.
PROJ-826,Story,Done,Low,bob,2027-02-16 00:25:21,2027-02-19 07:25:21,96.0,8,Generated bug related to project feature development.
PROJ-827,Task,Done,Critical,charlie,2027-02-16 13:25:21,2027-02-24 20:25:21,16.0,13,Generated story related to project feature development.
PROJ-828,Task,Done,Critical,charlie,2027-02-17 09:25:21,2027-02-24 01:25:21,119.0,6,Generated task related to project feature development.
PROJ-829,Bug,Done,Low,dave,2027-02-18 04:25:21,,,2,Generated bug related to project feature development.
PROJ-830,Task,Done,Medium,charlie,2027-02-19 14:25:21,2027-02-27 15:25:21,105.0,17,Generated story related to project feature development.
PROJ-831,Bug,Done,Critical,charlie,2027-02-20 00:25:21,2027-02-25 04:25:21,117.0,18,Generated bug related to project feature development.
PROJ-832,Epic,Review,Critical,charlie,2027-02-20 23:25:21,,,13,Generated story related to project feature development.
PROJ-833,Epic,Done,High,dave,2027-02-22 19:25:21,2027-02-27 01:25:21,38.0,11,Generated task related to project feature development.
PROJ-834,Task,Done,Medium,dave,2027-02-24 16:25:21,2027-03-04 22:25:21,51.0,0,Generated task related to project feature development.
PROJ-835,Bug,Done,Low,alice,2027-02-25 10:25:21,2027-03-02 17:25:21,85.0,20,Generated epic related to project feature development.
PROJ-836,Story,In Progress,High,bob,2027-02-25 16:25:21,,,18,Generated task related to project feature development.
PROJ-837,Task,Done,Medium,dave,2027-02-27 05:25:21,,,10,Generated task related to project feature development.
PROJ-838,Task,Done,High,dave,2027-02-28 15:25:21,2027-03-04 13:25:21,38.0,18,Generated epic related to project feature development.
PROJ-839,Epic,Done,Low,alice,2027-02-28 21:25:21,2027-03-02 20:25:21,60.0,12,Generated story related to project feature development.
PROJ-840,Task,In Progress,Medium,dave,2027-03-01 20:25:21,,,4,Generated bug related to project feature development.
PROJ-841,Bug,Done,Low,alice,2027-03-02 18:25:21,2027-03-09 12:25:21,77.0,5,Generated story related to project feature development.
PROJ-842,Story,Done,High,eve,2027-03-04 01:25:21,2027-03-12 09:25:21,118.0,7,Generated task related to project feature development.
PROJ-843,Story,Done,Critical,alice,2027-03-04 16:25:21,2027-03-10 01:25:21,53.0,8,Generated story related to project feature development.
PROJ-844,Task,Review,Medium,alice,2027-03-06 09:25:21,,,19,Generated epic related to project feature development.
PROJ-845,Story,Done,High,eve,2027-03-07 05:25:21,2027-03-16 10:25:21,87.0,19,Generated epic related to project feature development.
PROJ-846,Epic,Done,High,bob,2027-03-07 13:25:21,2027-03-16 05:25:21,66.0,20,Generated task related to project feature development.
PROJ-847,Epic,Done,High,eve,2027-03-09 11:25:21,2027-03-19 01:25:21,46.0,19,Generated story related to project feature development.
PROJ-848,Task,Done,High,charlie,2027-03-11 04:25:21,2027-03-17 14:25:21,41.0,8,Generated story related to project feature development.
PROJ-849,Task,Done,Critical,bob,2027-03-12 09:25:21,,,19,Generated task related to project feature development.
PROJ-850,Epic,To Do,Medium,charlie,2027-03-12 23:25:21,,,17,Generated task related to project feature development.
PROJ-851,Story,Done,Critical,eve,2027-03-13 05:25:21,2027-03-19 15:25:21,22.0,9,Generated story related to project feature development.
PROJ-852,Epic,Done,High,alice,2027-03-13 09:25:21,2027-03-18 10:25:21,8.0,4,Generated task related to project feature development.
PROJ-853,Story,Review,Medium,eve,2027-03-14 21:25:21,,,20,Generated story related to project feature development.
PROJ-854,Epic,In Progress,Medium,bob,2027-03-15 18:25:21,,,3,Generated epic related to project feature development.
PROJ-855,Task,Review,High,charlie,2027-03-17 14:25:21,,,7,Generated bug related to project feature development.
PROJ-856,Bug,Done,Critical,alice,2027-03-17 23:25:21,,,2,Generated task related to project feature development.
PROJ-857,Epic,Done,Medium,dave,2027-03-19 07:25:21,2027-03-27 23:25:21,70.0,13,Generated story related to project feature development.
PROJ-858,Story,Done,High,eve,2027-03-19 12:25:21,2027-03-20 08:25:21,29.0,6,Generated epic related to project feature development.
PROJ-859,Epic,Done,Medium,eve,2027-03-20 18:25:21,2027-03-25 15:25:21,106.0,11,Generated epic related to project feature development.
PROJ-860,Epic,Done,Medium,bob,2027-03-22 07:25:21,2027-03-28 01:25:21,69.0,17,Generated story related to project feature development.
PROJ-861,Bug,Done,Low,dave,2027-03-22 19:25:21,2027-03-30 19:25:21,8.0,0,Generated bug related to project feature development.
PROJ-862,Story,Done,High,alice,2027-03-23 15:25:21,2027-03-29 02:25:21,92.0,1,Generated bug related to project feature development.
PROJ-863,Epic,Done,Medium,charlie,2027-03-24 15:25:21,2027-03-26 08:25:21,79.0,14,Generated bug related to project feature development.
PROJ-864,Task,Done,High,charlie,2027-03-25 04:25:21,2027-03-30 14:25:21,11.0,8,Generated task related to project feature development.
PROJ-865,Task,Done,Low,eve,2027-03-26 11:25:21,2027-04-01 03:25:21,109.0,16,Generated epic related to project feature development.
PROJ-866,Epic,Done,High,dave,2027-03-27 07:25:21,2027-03-30 09:25:21,101.0,1,Generated epic related to project feature development.
PROJ-867,Story,Done,Critical,alice,2027-03-29 00:25:21,2027-04-01 14:25:21,53.0,4,Generated task related to project feature development.
PROJ-868,Epic,Review,Critical,eve,2027-03-30 21:25:21,,,4,Generated task related to project feature development.
PROJ-869,Task,Done,Low,eve,2027-03-31 20:25:21,2027-04-09 01:25:21,26.0,20,Generated bug related to project feature development.
PROJ-870,Epic,To Do,High,alice,2027-04-02 19:25:21,,,12,Generated story related to project feature development.
PROJ-871,Bug,Done,High,charlie,2027-04-04 06:25:21,2027-04-11 06:25:21,64.0,17,Generated bug related to project feature development.
PROJ-872,Epic,Done,Critical,alice,2027-04-05 02:25:21,2027-04-12 14:25:21,6.0,5,Generated story related to project feature development.
PROJ-873,Task,Done,High,bob,2027-04-06 06:25:21,2027-04-11 16:25:21,2.0,15,Generated bug related to project feature development.
PROJ-874,Epic,Done,Medium,dave,2027-04-06 17:25:21,2027-04-16 13:25:21,53.0,6,Generated story related to project feature development.
PROJ-875,Epic,Done,Low,alice,2027-04-07 11:25:21,2027-04-14 14:25:21,55.0,15,Generated story related to project feature development.
PROJ-876,Bug,Done,High,dave,2027-04-08 01:25:21,2027-04-14 03:25:21,112.0,14,Generated bug related to project feature development.
PROJ-877,Story,Done,High,bob,2027-04-08 05:25:21,2027-04-10 13:25:21,11.0,20,Generated epic related to project feature development.
PROJ-878,Bug,Done,Critical,dave,2027-04-09 08:25:21,2027-04-10 14:25:21,68.0,4,Generated story related to project feature development.
PROJ-879,Epic,Done,Low,eve,2027-04-10 22:25:21,2027-04-20 22:25:21,47.0,20,Generated task related to project feature development.
PROJ-880,Bug,Done,Medium,bob,2027-04-12 03:25:21,2027-04-19 19:25:21,35.0,6,Generated task related to project feature development.
PROJ-881,Story,Review,Critical,bob,2027-04-13 16:25:21,,,3,Generated epic related to project feature development.
PROJ-882,Task,Review,Medium,charlie,2027-04-14 11:25:21,,,5,Generated epic related to project feature development.
PROJ-883,Epic,Review,Critical,bob,2027-04-14 14:25:21,,,17,Generated epic related to project feature development.
PROJ-884,Bug,Done,High,bob,2027-04-16 02:25:21,2027-04-24 03:25:21,22.0,14,Generated bug related to project feature development.
PROJ-885,Story,Done,Critical,dave,2027-04-16 14:25:21,2027-04-23 10:25:21,35.0,14,Generated epic related to project feature development.
PROJ-886,Bug,Done,Critical,eve,2027-04-17 02:25:21,2027-04-24 14:25:21,87.0,20,Generated bug related to project feature development.
PROJ-887,Epic,Done,Low,bob,2027-04-17 11:25:21,2027-04-21 17:25:21,106.0,9,Generated bug related to project feature development.
PROJ-888,Epic,Done,Critical,charlie,2027-04-18 07:25:21,2027-04-22 19:25:21,37.0,13,Generated epic related to project feature development.
PROJ-889,Bug,Done,High,alice,2027-04-18 21:25:21,2027-04-27 04:25:21,110.0,6,Generated story related to project feature development.
PROJ-890,Epic,In Progress,Low,bob,2027-04-19 01:25:21,,,8,Generated epic related to project feature development.
PROJ-891,Epic,Done,Low,bob,2027-04-20 20:25:21,2027-04-23 03:25:21,87.0,19,Generated story related to project feature development.
PROJ-892,Story,Review,Critical,charlie,2027-04-22 17:25:21,,,9,Generated epic related to project feature development.
PROJ-893,Bug,Done,Medium,dave,2027-04-23 17:25:21,2027-04-26 11:25:21,59.0,20,Generated epic related to project feature development.
PROJ-894,Epic,Done,Critical,alice,2027-04-24 06:25:21,2027-05-01 02:25:21,60.0,7,Generated epic related to project feature development.
PROJ-895,Task,Done,High,charlie,2027-04-24 11:25:21,2027-04-25 16:25:21,1.0,20,Generated epic related to project feature development.
PROJ-896,Task,Done,Low,bob,2027-04-26 11:25:21,2027-05-01 11:25:21,101.0,8,Generated bug related to project feature development.
PROJ-897,Story,Done,Medium,alice,2027-04-27 06:25:21,2027-04-29 01:25:21,12.0,8,Generated epic related to project feature development.
PROJ-898,Epic,Done,Medium,eve,2027-04-28 22:25:21,2027-05-04 21:25:21,62.0,8,Generated story related to project feature development.
PROJ-899,Story,Done,Critical,charlie,2027-04-30 10:25:21,2027-05-01 15:25:21,118.0,12,Generated epic related to project feature development.
PROJ-900,Epic,Done,Medium,eve,2027-04-30 22:25:21,2027-05-01 23:25:21,112.0,20,Generated bug related to project feature development.
PROJ-901,Bug,Done,Low,bob,2027-05-01 21:25:21,2027-05-09 01:25:21,86.0,16,Generated bug related to project feature development.
PROJ-902,Task,Done,Medium,alice,2027-05-03 21:25:21,2027-05-13 16:25:21,86.0,10,Generated bug related to project feature development.
PROJ-903,Bug,Done,High,bob,2027-05-04 04:25:21,2027-05-12 08:25:21,93.0,5,Generated bug related to project feature development.
PROJ-904,Epic,Done,High,alice,2027-05-04 21:25:21,2027-05-11 05:25:21,95.0,14,Generated task related to project feature development.
PROJ-905,Task,Done,Critical,bob,2027-05-06 10:25:21,2027-05-09 21:25:21,24.0,11,Generated epic related to project feature development.
PROJ-906,Task,Done,Critical,eve,2027-05-06 17:25:21,2027-05-13 04:25:21,35.0,9,Generated bug related to project feature development.
PROJ-907,Bug,Review,High,charlie,2027-05-07 23:25:21,,,5,Generated epic related to project feature development.
PROJ-908,Story,Done,Critical,bob,2027-05-09 22:25:21,2027-05-15 17:25:21,96.0,7,Generated epic related to project feature development.
PROJ-909,Story,Done,Low,eve,2027-05-10 11:25:21,2027-05-15 21:25:21,63.0,14,Generated epic related to project feature development.
PROJ-910,Epic,Done,Medium,bob,2027-05-11 00:25:21,2027-05-18 06:25:21,10.0,3,Generated story related to project feature development.
PROJ-911,Task,Done,Medium,charlie,2027-05-11 17:25:21,2027-05-16 21:25:21,72.0,15,Generated task related to project feature development.
PROJ-912,Task,Done,Low,charlie,2027-05-12 06:25:21,2027-05-14 07:25:21,109.0,12,Generated bug related to project feature development.
PROJ-913,Task,Done,High,charlie,2027-05-13 01:25:21,,,9,Generated epic related to project feature development.
PROJ-914,Task,Done,Critical,dave,2027-05-14 23:25:21,2027-05-24 19:25:21,22.0,11,Generated epic related to project feature development.
PROJ-915,Bug,Done,Critical,eve,2027-05-16 21:25:21,,,2,Generated bug related to project feature development.
PROJ-916,Bug,Done,Critical,eve,2027-05-17 21:25:21,2027-05-18 20:25:21,91.0,2,Generated story related to project feature development.
PROJ-917,Story,Done,Low,eve,2027-05-18 09:25:21,2027-05-19 10:25:21,34.0,2,Generated story related to project feature development.
PROJ-918,Bug,In Progress,High,charlie,2027-05-18 19:25:21,,,14,Generated bug related to project feature development.
PROJ-919,Bug,Done,Medium,alice,2027-05-20 10:25:21,2027-05-21 13:25:21,45.0,12,Generated task related to project feature development.
PROJ-920,Task,Done,Critical,alice,2027-05-20 18:25:21,2027-05-26 22:25:21,28.0,7,Generated epic related to project feature development.
PROJ-921,Epic,Done,Critical,alice,2027-05-22 15:25:21,2027-05-23 09:25:21,5.0,14,Generated bug related to project feature development.
